1475,13.75,14.75,0.44,83,000290.980
1475,13.78,14.69,0.42,84,000291.080
1475,13.84,14.64,0.45,51,000291.180
1475,13.88,14.59,0.43,87,000291.290
1475,13.92,14.56,0.42,51,000291.390
1475,13.96,14.56,0.53,96,000291.490
1475,13.97,14.55,0.52,51,000291.590
1475,13.58,14.82,0.68,56,000294.590
1475,13.40,14.77,0.58,84,000294.790
1475,13.31,14.74,0.53,84,000294.890
1475,13.24,14.73,0.62,60,000294.990
1475,13.20,14.71,0.65,93,000295.090
1475,13.17,14.67,0.70,96,000295.190
1475,13.12,14.60,0.66,88,000295.290
1475,13.16,14.53,0.68,87,000295.390
1475,13.16,14.45,0.63,80,000295.490
1475,nan,nan,nan,0,000295.590
1475,13.19,14.33,0.59,83,000295.790
1475,13.19,14.27,0.59,83,000295.890
1475,13.23,14.23,0.66,86,000296.000
1475,13.24,14.18,0.70,86,000296.100
1475,13.24,14.14,0.69,82,000296.200
1475,13.23,14.10,0.67,81,000296.300
1475,13.22,14.09,0.64,80,000296.400
1475,13.17,14.08,0.61,82,000296.500
1475,13.21,14.07,0.69,86,000296.600
1475,13.22,14.07,0.77,89,000296.700
1475,13.21,14.08,0.81,93,000296.800
1475,13.24,14.11,0.84,88,000297.000
1475,13.16,14.22,0.66,60,000297.400
1475,13.19,14.27,0.63,83,000297.500
1475,13.21,14.31,0.62,58,000297.600
1475,13.27,14.34,0.70,87,000297.700
1475,13.27,14.36,0.66,84,000297.800
1475,13.32,14.37,0.66,56,000297.900
1475,13.40,14.39,0.65,56,000298.100
1475,13.40,14.39,0.65,57,000298.200
1475,13.45,14.38,0.62,55,000298.300
1475,13.60,14.32,0.58,54,000298.500
1475,13.95,14.21,0.62,60,000299.300
1475,13.93,14.47,0.68,68,000299.700
1475,13.91,14.52,0.63,66,000299.800
1475,13.85,14.57,0.54,67,000299.900
1475,13.85,14.60,0.58,71,000300.000
1475,13.87,14.69,0.70,73,000300.100
1475,13.87,14.70,0.66,66,000300.200
1475,13.85,14.70,0.62,69,000300.300
1475,13.90,14.69,0.63,62,000300.400
1475,13.86,14.68,0.59,69,000300.500
1475,13.91,14.68,0.67,64,000300.600
1475,13.97,14.64,0.65,55,000300.700
1475,14.03,14.60,0.58,54,000300.800
1475,14.08,14.57,0.66,57,000300.910
1475,14.12,14.55,0.71,57,000301.010
1475,14.15,14.52,0.72,57,000301.110
1475,14.18,14.50,0.63,54,000301.210
1475,14.21,14.49,0.57,56,000301.310
1475,14.24,14.47,0.46,54,000301.510
1475,14.24,14.54,0.48,59,000301.710
1475,14.25,14.59,0.49,62,000301.810
1475,13.99,14.73,0.46,86,000302.610
1475,13.97,14.72,0.42,84,000302.710
1475,13.99,14.71,0.46,56,000302.810
1475,14.00,14.69,0.54,56,000302.910
1475,13.84,14.70,0.45,56,000303.110
1475,13.85,14.63,0.54,95,000303.210
1475,13.81,14.58,0.57,89,000303.310
1475,13.81,14.55,0.53,52,000303.410
1475,13.85,14.50,0.54,92,000303.510
1475,nan,nan,nan,0,000303.610
1475,13.32,13.99,0.68,75,000306.420
1475,13.24,13.92,0.69,87,000306.520
1475,nan,nan,nan,0,000306.620
1475,nan,nan,nan,0,000306.720
1475,13.06,13.70,0.96,68,000306.820
1475,13.01,13.62,0.89,73,000306.920
1475,12.91,13.56,0.85,77,000307.020
1475,12.80,13.50,0.83,67,000307.120
1475,12.68,13.45,0.86,62,000307.220
1475,12.58,13.40,0.82,77,000307.320
1475,nan,nan,nan,0,000307.420
1475,12.38,13.37,0.55,93,000307.520
1475,12.29,13.33,0.62,84,000307.620
1475,12.18,13.21,0.85,64,000307.720
1475,12.04,13.11,0.81,64,000307.820
1475,12.00,13.02,1.11,59,000307.920
1475,11.83,12.91,0.97,87,000308.020
1475,11.72,12.86,1.21,63,000308.120
1475,11.59,12.81,0.94,65,000308.220
1475,11.46,12.74,1.14,63,000308.320
1475,11.35,12.61,0.99,56,000308.420
1475,11.23,12.53,0.91,57,000308.520
1475,11.14,12.43,0.80,79,000308.620
1475,11.03,12.35,0.73,54,000308.720
1475,10.91,12.24,0.63,53,000308.820
